Index;UserId;JobTitle;DetailedOccupation;MinorGroup;MajorGroup;JobTitle_token;JobTitle_token_Id
2831;31584;senior customer service;43-1011;43-10;43;senior customer service;[12, 5, 4]
2832;31619;sales manager;11-2022;11-20;11;sales manager;[3, 1]
2833;31619;pc services supervisor;15-1232;15-12;15;pc services supervisor;[314, 47, 18]
2834;31686;transportation officer driver trainer;53-3032;53-30;53;transportation officer driver trainer;[338, 42, 25, 110]
2835;31686;delivery driver installation;53-3033;53-30;53;delivery driver installation;[172, 25, 417]
2836;31722;dock clerk;43-5071;43-50;43;dock clerk;[370, 13]
2837;31722;leather manufacturer;41-4012;41-40;41;leather manufacturer;[0, 686]
2838;31815;sales agent;41-3021;41-30;41;sales agent;[3, 49]
2839;31815;collections agent;43-3011;43-30;43;collections agent;[138, 49]
2840;31856;marketing specialist;13-1161;13-10;13;marketing specialist;[35, 7]
2841;31856;executive assistant shareholders;43-6011;43-60;43;executive assistant shareholders;[19, 2, 0]
2842;31856;pr assistant;43-6014;43-60;43;pr assistant;[0, 2]
2843;31862;executive director;11-1011;11-10;11;executive director;[19, 16]
2844;31862;street outreach administrator;11-9151;11-90;11;street outreach administrator;[0, 381, 34]
2845;31889;retail sales manager;41-1011;41-10;41;retail sales manager;[78, 3, 1]
2846;31889;sales marketing associate;41-3011;41-30;41;sales marketing associate;[3, 35, 9]
2847;31927;hospice virginia;29-1141;29-10;29;hospice virginia;[396, 1033]
2848;31927;administrator director maintain;11-9032;11-90;11;administrator director maintain;[34, 16, 0]
2849;31927;educator;25-2021;25-20;25;educator;[393]
2850;31927;workshop presenter;13-1151;13-10;13;workshop presenter;[0, 1332]
2851;31937;assistant treasurer;43-6014;43-60;43;assistant treasurer;[2, 316]
2852;31937;volunteer income tax assistance vita;13-2011;13-20;13;volunteer income tax assistance vita;[243, 451, 181, 308, 0]
2853;31937;president;11-1011;11-10;11;president;[31]
2854;32081;consultant;13-1111;13-10;13;consultant;[21]
2855;32081;temporary desk receptionist;43-4171;43-40;43;temporary desk receptionist;[157, 58, 27]
2856;32085;hvac gas oil service technician installer;49-9021;49-90;49;hvac gas oil service technician installer;[354, 641, 1333, 4, 24, 360]
2857;32085;hvac gas oil service technician installer;49-9021;49-90;49;hvac gas oil service technician installer;[354, 641, 1333, 4, 24, 360]
2858;32085;mechanic plumber;47-2152;47-20;47;mechanic plumber;[171, 365]
2859;32103;clinical coordinator ambulatory pediatrics;29-1141;29-10;29;clinical coordinator ambulatory pediatrics;[161, 14, 1025, 858]
2860;32103;clinical nurse coordinator;29-1141;29-10;29;clinical nurse coordinator;[161, 30, 14]
2861;32103;clinical nurse ii;29-1141;29-10;29;clinical nurse ii;[161, 30, 61]
2862;32103;rn emergency department;29-1141;29-10;29;rn emergency department;[137, 215, 83]
2863;32103;traveler rn emergency department;29-1141;29-10;29;traveler rn emergency department;[859, 137, 215, 83]
2864;32103;rn emergency department;29-1141;29-10;29;rn emergency department;[137, 215, 83]
2865;32172;senior collection specialist;43-3011;43-30;43;senior collection specialist;[12, 186, 7]
2866;32172;senior collection specialist;43-3011;43-30;43;senior collection specialist;[12, 186, 7]
2867;32172;collection specilist;43-3011;43-30;43;collection specilist;[186, 0]
2868;32211;office recruiting assistant;43-9061;43-90;43;office recruiting assistant;[8, 265, 2]
2869;32211;administrative assistant office manager human resources;43-6011;43-60;43;administrative assistant office manager human resources;[10, 2, 8, 1, 33, 41]
2870;32233;market research;13-1161;13-10;13;market research;[238, 164]
2871;32233;customer service transfer calls;43-4051;43-40;43;customer service transfer calls;[5, 4, 860, 1034]
2872;32259;staff nurse;29-1141;29-10;29;staff nurse;[52, 30]
2873;32259;kiosk sales manager;41-1011;41-10;41;kiosk sales manager;[1334, 3, 1]
2874;32259;facility nurse health safety;29-1141;29-10;29;facility nurse health safety;[233, 30, 73, 202]
2875;32268;manager;11-1021;11-10;11;manager;[1]
2876;32268;manager;11-1021;11-10;11;manager;[1]
2877;32268;manager;11-1021;11-10;11;manager;[1]
2878;32298;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
2879;32298;office manager;43-1011;43-10;43;office manager;[8, 1]
2880;32325;materials engineer;17-2131;17-20;17;materials engineer;[220, 22]
2881;32325;structural proj engineer;17-2051;17-20;17;structural proj engineer;[463, 861, 22]
2882;32325;structural proj engineer;17-2051;17-20;17;structural proj engineer;[463, 861, 22]
2883;32325;structural proj engineer;17-2051;17-20;17;structural proj engineer;[463, 861, 22]
2884;32325;structural proj engineer;17-2051;17-20;17;structural proj engineer;[463, 861, 22]
2885;32357;forklift operator;53-7051;53-70;53;forklift operator;[128, 38]
2886;32357;electrical apprentice;47-2111;47-20;47;electrical apprentice;[252, 272]
2887;32357;fast food worker;35-3023;35-30;35;fast food worker;[1035, 162, 68]
2888;32449;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
2889;32449;office manager;43-1011;43-10;43;office manager;[8, 1]
2890;32449;office manager;43-1011;43-10;43;office manager;[8, 1]
2891;32475;general labor;51-9198;51-90;51;general labor;[32, 412]
2892;32475;order picker;53-7065;53-70;53;order picker;[185, 325]
2893;32487;cna;31-1131;31-10;31;cna;[230]
2894;32487;customer service representative cashier;43-4051;43-40;43;customer service representative cashier;[5, 4, 6, 15]
2895;32515;key bartender;35-3011;35-30;35;key bartender;[307, 149]
2896;32515;server bartender expo hostess carside;35-3031;35-30;35;server bartender expo hostess carside;[65, 149, 0, 278, 0]
2897;32523;pension annuity counselor;13-2052;13-20;13;pension annuity counselor;[1335, 1231, 88]
2898;32523;assistant buyer;13-1023;13-10;13;assistant buyer;[2, 105]
2899;32523;territory manager;11-2022;11-20;11;territory manager;[141, 1]
2900;32546;branch manager;11-1021;11-10;11;branch manager;[106, 1]
2901;32546;general manager;11-1021;11-10;11;general manager;[32, 1]
2902;32546;o'hare airport manager;11-3071;11-30;11;o'hare airport manager;[0, 1036, 1]
2903;32546;assistant city manager;11-1011;11-10;11;assistant city manager;[2, 459, 1]
2904;32546;operations manager;11-1021;11-10;11;operations manager;[20, 1]
2905;32546;manager;11-1021;11-10;11;manager;[1]
2906;32599;store manager;11-1021;11-10;11;store manager;[39, 1]
2907;32599;sales associate warehouse associate;41-4012;41-40;41;sales associate warehouse associate;[3, 9, 62, 9]
2908;32623;pc helpdesk technician;15-1232;15-12;15;pc helpdesk technician;[314, 254, 24]
2909;32623;pc helpdesk specialist;15-1232;15-12;15;pc helpdesk specialist;[314, 254, 7]
2910;32623;technical contractor;11-9021;11-90;11;technical contractor;[57, 207]
2911;32623;computer operator;15-1299;15-12;15;computer operator;[76, 38]
2912;32623;computer operator;15-1299;15-12;15;computer operator;[76, 38]
2913;32623;computer operator;15-1299;15-12;15;computer operator;[76, 38]
2914;32654;optician;29-2081;29-20;29;optician;[563]
2915;32654;customer service cashier;41-2011;41-20;41;customer service cashier;[5, 4, 15]
2916;32654;management customer service;43-1011;43-10;43;management customer service;[60, 5, 4]
2917;32671;intake outreach case manager;21-1093;21-10;21;intake outreach case manager;[339, 381, 114, 1]
2918;32671;prevention specialist;21-1093;21-10;21;prevention specialist;[373, 7]
2919;32671;mobile crisis counselor;21-1014;21-10;21;mobile crisis counselor;[1336, 862, 88]
2920;32671;family rehabilitation counselor;21-1015;21-10;21;family rehabilitation counselor;[244, 993, 88]
2921;32671;substance abuse counselor;21-1011;21-10;21;substance abuse counselor;[477, 478, 88]
2922;32675;lead grade teacher;25-2021;25-20;25;lead grade teacher;[37, 336, 51]
2923;32675;credit manager credit analyst account executive;13-2041;13-20;13;credit manager credit analyst account executive;[111, 1, 111, 11, 29, 19]
2924;32692;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
2925;32692;license title clerk;43-4031;43-40;43;license title clerk;[332, 387, 13]
2926;32773;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
2927;32773;customer care representative;43-4051;43-40;43;customer care representative;[5, 55, 6]
2928;32773;executive assistant pastor;43-6011;43-60;43;executive assistant pastor;[19, 2, 1037]
2929;32773;customer service;43-4051;43-40;43;customer service;[5, 4]
2930;32773;supervisor;51-1011;51-10;51;supervisor;[18]
2931;32773;receptionist;43-4171;43-40;43;receptionist;[27]
2932;32773;administrative office manager;43-1011;43-10;43;administrative office manager;[10, 8, 1]
2933;32773;bilingual desk receptionist;43-4171;43-40;43;bilingual desk receptionist;[322, 58, 27]
2934;32794;office manager operations manager hr;11-1021;11-10;11;office manager operations manager hr;[8, 1, 20, 1, 108]
2935;32794;purchasing manager;11-3061;11-30;11;purchasing manager;[86, 1]
2936;32794;purchasing sales coordinator customer service;43-1011;43-10;43;purchasing sales coordinator customer service;[86, 3, 14, 5, 4]
2937;32818;rn;29-1141;29-10;29;rn;[137]
2938;32818;rn;29-1141;29-10;29;rn;[137]
2939;32818;emergency room nurse;29-1141;29-10;29;emergency room nurse;[215, 288, 30]
2940;32818;er rn;29-1141;29-10;29;er rn;[687, 137]
2941;32818;staff nurse rn telemetry float;29-1141;29-10;29;staff nurse rn telemetry float;[52, 30, 137, 684, 0]
2942;32818;lpn;29-2061;29-20;29;lpn;[140]
2943;32818;lpn emergency room;29-2061;29-20;29;lpn emergency room;[140, 215, 288]
2944;32832;desk receptionist volunteer;43-4171;43-40;43;desk receptionist volunteer;[58, 27, 243]
2945;32832;classified ad rep;43-4151;43-40;43;classified ad rep;[608, 759, 44]
2946;32832;classified ad rep;43-4151;43-40;43;classified ad rep;[608, 759, 44]
2947;32832;classified ad rep;43-4151;43-40;43;classified ad rep;[608, 759, 44]
2948;32832;classified ad rep;43-4151;43-40;43;classified ad rep;[608, 759, 44]
2949;32832;insurance administrative assistant;43-6014;43-60;43;insurance administrative assistant;[116, 10, 2]
2950;32832;receptionist;43-4171;43-40;43;receptionist;[27]
2951;32869;retail store manager;11-1021;11-10;11;retail store manager;[78, 39, 1]
2952;32869;construction worker;47-2061;47-20;47;construction worker;[154, 68]
2953;32894;classroom teacher;25-2021;25-20;25;classroom teacher;[810, 51]
2954;32894;classroom teacher;25-2021;25-20;25;classroom teacher;[810, 51]
2955;32894;trainer production coordinator;43-5061;43-50;43;trainer production coordinator;[110, 67, 14]
2956;32894;team facilitator industrial floor lead;51-1011;51-10;51;team facilitator industrial floor lead;[75, 394, 294, 201, 37]
2957;32913;customer service represenative;43-4051;43-40;43;customer service represenative;[5, 4, 740]
2958;32913;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
2959;32913;receptionist;43-4171;43-40;43;receptionist;[27]
2960;32913;service cashier;41-2011;41-20;41;service cashier;[4, 15]
2961;32923;insurance producer financial advisor;13-2052;13-20;13;insurance producer financial advisor;[116, 584, 43, 147]
2962;32923;consultant sales associate;41-2031;41-20;41;consultant sales associate;[21, 3, 9]
2963;32923;retail store owner;11-1021;11-10;11;retail store owner;[78, 39, 127]
2964;32923;manager;11-1021;11-10;11;manager;[1]
2965;32937;administrative assistant customer service representative hr manager;43-4051;43-40;43;administrative assistant customer service representative hr manager;[10, 2, 5, 4, 6, 108, 1]
2966;32937;administrative assistant sales customer service representative;43-4051;43-40;43;administrative assistant sales customer service representative;[10, 2, 3, 5, 4, 6]
2967;32953;maintenance mechanic;49-9071;49-90;49;maintenance mechanic;[72, 171]
2968;32953;supervisor;51-1011;51-10;51;supervisor;[18]
2969;32964;general manager;11-1021;11-10;11;general manager;[32, 1]
2970;32964;insurance sales agent;41-3021;41-30;41;insurance sales agent;[116, 3, 49]
2971;32964;general manager;11-1021;11-10;11;general manager;[32, 1]
2972;32964;general manager;11-1021;11-10;11;general manager;[32, 1]
2973;32964;general manager;11-1021;11-10;11;general manager;[32, 1]
2974;32964;general manager;11-1021;11-10;11;general manager;[32, 1]
2975;33009;senior trade desk associate;43-4051;43-40;43;senior trade desk associate;[12, 587, 58, 9]
2976;33009;internal audit investigator;13-2011;13-20;13;internal audit investigator;[231, 266, 760]
2977;33010;software test specialist;15-1253;15-12;15;software test specialist;[82, 290, 7]
2978;33010;specialist accountant;13-2011;13-20;13;specialist accountant;[7, 36]
2979;33064;vice president operations;11-1021;11-10;11;vice president operations;[50, 31, 20]
2980;33064;operations manager office manager;11-1021;11-10;11;operations manager office manager;[20, 1, 8, 1]
2981;33093;key account representative;41-4012;41-40;41;key account representative;[307, 29, 6]
2982;33093;kay account representative;41-4012;41-40;41;kay account representative;[1337, 29, 6]
2983;33093;senior account representative;41-4012;41-40;41;senior account representative;[12, 29, 6]
2984;33093;territory account representative;41-4012;41-40;41;territory account representative;[141, 29, 6]
2985;33093;senior account representative;41-4012;41-40;41;senior account representative;[12, 29, 6]
2986;33093;sales territory representative;41-4012;41-40;41;sales territory representative;[3, 141, 6]
2987;33093;sales volume;41-2031;41-20;41;sales volume;[3, 819]
2988;33180;assistant director admissions admissions;11-9033;11-90;11;assistant director admissions admissions;[2, 16, 255, 255]
2989;33180;admissions counselor;21-1012;21-10;21;admissions counselor;[255, 88]
2990;33180;director admissions;11-9033;11-90;11;director admissions;[16, 255]
2991;33227;senior administrative assistant process engineering;43-6011;43-60;43;senior administrative assistant process engineering;[12, 10, 2, 246, 177]
2992;33227;administrative executive level support based assignment;43-6011;43-60;43;administrative executive level support based assignment;[10, 19, 225, 17, 1038, 397]
2993;33227;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
2994;33230;office assistant temp;43-6014;43-60;43;office assistant temp;[8, 2, 163]
2995;33230;server waitress;35-3031;35-30;35;server waitress;[65, 178]
2996;33230;file clerk temp;43-4071;43-40;43;file clerk temp;[286, 13, 163]
2997;33230;desk office assistant;43-9061;43-90;43;desk office assistant;[58, 8, 2]
2998;33264;business analyst;13-1111;13-10;13;business analyst;[28, 11]
2999;33264;conversion system analyst glendale safe deposit box;15-1211;15-12;15;conversion system analyst glendale safe deposit box;[688, 180, 11, 0, 0, 863, 689]
3000;33264;operations control specialist mellon bank;13-1199;13-10;13;operations control specialist mellon bank;[20, 97, 7, 1039, 241]
3001;33264;operations control specialist mellon retail deposit accounting;13-1199;13-10;13;operations control specialist mellon retail deposit accounting;[20, 97, 7, 1039, 78, 863, 40]
3002;33264;coin clerk mellon cash center;41-2011;41-20;41;coin clerk mellon cash center;[0, 13, 1039, 245, 77]
