Id	MajorGroup	MinorGroup	DetailedOccupation	JobTitle_tokens	JobTitle_tokens_idx
3393	31	31-10	31-1131	certified nursing assistant cancer unit	[74, 92, 2, 1439, 173]
3394	15	15-12	15-1232	assistant business unit administrator information technology end user services	[2, 28, 173, 34, 120, 170, 300, 906, 47]
3395	43	43-50	43-5061	production planning assistant bunting magnetics company	[67, 248, 2, 0, 0, 311]
3396	15	15-12	15-1211	project analyst wells fargo advisors learning development	[23, 11, 0, 0, 0, 900, 54]
3397	53	53-70	53-7065	stocker customer care	[204, 5, 55]
3398	11	11-30	11-3031	officer manager accounting	[42, 1, 40]
3399	13	13-20	13-2072	ra service specialist ii officer commercial division	[1440, 4, 7, 61, 42, 152, 200]
3400	13	13-20	13-2072	commercial builders acquisition development loans	[152, 0, 632, 54, 554]
3401	13	13-20	13-2072	senior mortgage originator	[12, 160, 555]
3402	43	43-40	43-4131	loan clerk	[64, 13]
3403	13	13-20	13-2011	analyst accountant	[11, 36]
3404	11	11-30	11-3031	cash management treasury accountant	[245, 60, 488, 36]
3405	13	13-20	13-2051	treasury accountant financial analyst	[488, 36, 43, 11]
3406	13	13-20	13-2011	payroll accountant	[103, 36]
3407	43	43-40	43-4161	human resources personnel assistant union bank	[33, 41, 702, 2, 622, 241]
3408	43	43-60	43-6011	secretary organizational leadership	[46, 891, 571]
3409	43	43-90	43-9021	finishing labeling packing clothing data entry	[0, 1441, 1110, 1007, 45, 59]
3410	53	53-70	53-7065	warehouse	[62]
3411	41	41-10	41-1011	sales person supervisor	[3, 331, 18]
3412	11	11-90	11-9021	leed consultant construction project manager	[1442, 21, 154, 23, 1]
3413	11	11-90	11-9021	leed consultant construction administration	[1442, 21, 154, 133]
3414	13	13-10	13-1082	owners rep project coordinator	[0, 44, 23, 14]
3415	53	53-70	53-7065	stock select	[183, 0]
3416	43	43-30	43-3011	credit collections ar admin	[111, 138, 703, 199]
3417	21	21-10	21-1021	support children emotional social development	[17, 540, 1395, 195, 54]
3418	43	43-30	43-3031	accounts receivables payable clerk	[48, 497, 85, 13]
3419	53	53-30	53-3032	tuck driver	[0, 25]
3420	43	43-90	43-9061	student assistant office telecommunications	[190, 2, 8, 441]
3421	41	41-20	41-2031	metabolic specialty sales	[1111, 405, 3]
3422	29	29-20	29-2099	women health specialist representative	[1006, 73, 7, 6]
3423	41	41-40	41-4011	pharmaceutical specialty representative	[423, 405, 6]
3424	41	41-40	41-4011	pharmaceutical sales specialist	[423, 3, 7]
3425	13	13-10	13-1199	inventory operations specialist	[90, 20, 7]
3426	41	41-40	41-4012	outside sales specification representative	[192, 3, 0, 6]
3427	41	41-40	41-4012	branch manager outside sales representative	[106, 1, 192, 3, 6]
3428	51	51-90	51-9199	machine operator general laborer	[144, 38, 32, 121]
3429	43	43-40	43-4051	commercial business agent csr	[152, 28, 49, 251]
3430	43	43-40	43-4051	customer business associate	[5, 28, 9]
3431	25	25-20	25-2051	special education preschool teacher	[211, 219, 543, 51]
3432	25	25-20	25-2021	specials teacher	[0, 51]
3433	53	53-30	53-3032	tow driver	[1109, 25]
3434	43	43-50	43-5061	production planner ii	[67, 193, 61]
3435	41	41-20	41-2031	window coverings commissioned sales	[1443, 1444, 1112, 3]
3436	41	41-20	41-2031	book sales inventory	[743, 3, 90]
3437	21	21-10	21-1012	enrollment advisor	[348, 147]
3438	25	25-20	25-2011	lead pre k teacher	[37, 358, 850, 51]
3439	43	43-90	43-906	director theatre school program office assistant	[16, 1445, 194, 115, 8, 2]
3440	41	41-40	41-4012	customer service representative inside sales representative order	[5, 4, 6, 139, 3, 6, 185]
3441	11	11-90	11-9032	administrator director assistant	[34, 16, 2]
3442	29	29-10	29-1141	rn cpr	[137, 0]
3443	43	43-40	43-4131	mortgage loan closer procesor	[160, 64, 452, 0]
3444	43	43-40	43-4131	sr mortgage loan closer	[53, 160, 64, 452]
3445	13	13-20	13-2072	sr mortgage loan closer funder	[53, 160, 64, 452, 907]
3446	13	13-20	13-2072	sr mortgage loan closer funder shipper	[53, 160, 64, 452, 907, 443]
3447	43	43-40	43-4131	sr mortgage loan closer processor	[53, 160, 64, 452, 112]
3448	43	43-40	43-4131	mortgage loan closer	[160, 64, 452]
3449	15	15-12	15-1252	end developer	[300, 66]
3450	15	15-12	15-1255	owner lead designer developer	[127, 37, 176, 66]
3451	15	15-12	15-1254	web designer developer	[156, 176, 66]
3452	41	41-20	41-2031	brand representative sales associate	[779, 6, 3, 9]
3453	43	43-40	43-4051	guest care representative	[260, 55, 6]
3454	11	11-90	11-9151	volunteer project office manager	[243, 23, 8, 1]
3455	15	15-12	15-1232	organizational support specialist consultant	[891, 17, 7, 21]
3456	43	43-60	43-6014	admin assistant student	[199, 2, 190]
3457	43	43-60	43-6014	technology support assistant internship	[170, 17, 2, 318]
3458	43	43-40	43-4151	order entry data entry clerk	[185, 59, 45, 59, 13]
3459	15	15-12	15-1211	project manager systems analyst	[23, 1, 56, 11]
3460	15	15-12	15-1244	citrix systems engineer managed citrix xpe server farms air force district washington	[1446, 56, 22, 529, 1446, 0, 65, 0, 822, 1084, 87, 0]
3461	15	15-12	15-1252	applications integration engineer	[487, 484, 22]
3462	15	15-12	15-1211	sr applications specialist analyst	[53, 487, 7, 11]
3463	15	15-12	15-1211	hr systems analyst	[108, 56, 11]
3464	53	53-30	53-3099	motor vehicle operator	[573, 526, 38]
3465	41	41-20	41-2022	parts specialist	[259, 7]
3466	41	41-20	41-2011	retail cashier	[78, 15]
3467	43	43-60	43-6014	administrative assistant hr	[10, 2, 108]
3468	11	11-30	11-3061	facility manager purchasing manager	[233, 1, 86, 1]
3469	11	11-30	11-3061	material management purchasing	[188, 60, 86]
3470	43	43-50	43-5071	distribution clerk	[281, 13]
3471	13	13-10	13-1023	purchasing buyer data input	[86, 105, 45, 691]
3472	43	43-60	43-6014	business associate administrative assistant	[28, 9, 10, 2]
3473	13	13-10	13-1023	purchasing coordinator	[86, 14]
3474	43	43-10	43-1011	office administrator mailroom coordinator	[8, 34, 468, 14]
3475	25	25-20	25-2031	permanent substitute teacher spanish	[1447, 438, 51, 755]
3476	51	51-90	51-9199	production operator	[67, 38]
3477	11	11-10	11-1021	small business manager	[483, 28, 1]
3478	41	41-40	41-4012	sales representatives	[3, 556]
3479	13	13-10	13-1199	business development associate	[28, 54, 9]
3480	41	41-10	41-1011	sales operations mgr	[3, 20, 313]
3481	11	11-10	11-1021	vp operations sales	[203, 20, 3]
3482	11	11-20	11-2022	major accounts sales manager	[613, 48, 3, 1]
3483	15	15-12	15-1211	business analyst web application analyst	[28, 11, 156, 240, 11]
3484	43	43-30	43-3071	cashier receiving associate	[15, 119, 9]
3485	43	43-60	43-6014	associate assistant manager	[9, 2, 1]
3486	51	51-10	51-1011	use test supervisor	[1448, 290, 18]
3487	43	43-50	43-5061	order expeditor	[185, 514]
3488	43	43-50	43-5061	material handler expeditor	[188, 187, 514]
3489	21	21-10	21-1021	youth worker	[310, 68]
3490	43	43-40	43-4051	customer service parts associate	[5, 4, 259, 9]
3491	11	11-90	11-9041	child development research project manager june	[326, 54, 164, 23, 1, 0]
3492	11	11-90	11-9151	director youth education january	[16, 310, 219, 1449]
3493	35	35-30	35-3023	counter help	[280, 117]
3494	47	47-20	47-2181	roofer	[1113]
3495	41	41-30	41-3021	universal agent	[652, 49]
3496	53	53-70	53-7065	counter person warehouse associate	[280, 331, 62, 9]
3497	43	43-60	43-6011	hr executive asst	[108, 19, 168]
3498	43	43-90	43-9061	office representative	[8, 6]
3499	43	43-40	43-4171	receptionist time instructor	[27, 113, 196]
3500	43	43-40	43-4051	resident relations specialist	[291, 198, 7]
3501	41	41-40	41-4012	account representative ii	[29, 6, 61]
3502	41	41-40	41-4011	member service representative sales technical support	[101, 4, 6, 3, 57, 17]
3503	43	43-30	43-3011	loan loss mitigation specialist	[64, 292, 506, 7]
3504	41	41-10	41-1011	bookseller keyholder	[0, 753]
3505	13	13-10	13-1121	office management event coordinator	[8, 60, 271, 14]
3506	43	43-60	43-6013	medical office assistant	[26, 8, 2]
3507	43	43-40	43-4171	medical receptionist assistant	[26, 27, 2]
3508	35	35-30	35-3023	crew	[153]
3509	51	51-90	51-9198	production floater	[67, 873]
3510	41	41-10	41-1012	sales catering assistant	[3, 350, 2]
3511	15	15-12	15-1244	systems support administrator	[56, 17, 34]
3512	15	15-12	15-1251	analyst jr programmer	[11, 467, 104]
3513	41	41-10	41-1011	assistant sales manager	[2, 3, 1]
3514	43	43-40	43-4171	receptionist operator royal caribbean celebrity azamara	[27, 38, 0, 0, 0, 0]
3515	13	13-10	13-1121	catering convention services administrative assistant	[350, 1450, 47, 10, 2]
3516	11	11-10	11-1021	regional operations manager	[69, 20, 1]
3517	15	15-12	15-1244	lead lan administrator	[37, 633, 34]
3518	53	53-70	53-7065	accounting cycle counter inventory control clerk receiving lead	[40, 650, 280, 90, 97, 13, 119, 37]
3519	43	43-50	43-5071	picking scanning product shipping receiving product pick orders logistics pallet jack load unload trucks l	[1114, 0, 107, 129, 119, 107, 1115, 533, 155, 1451, 1452, 1016, 843, 678, 0]
3520	43	43-50	43-5071	product shipping receiving product pick orders logistics pallet jack load unload trucks label product data en	[107, 129, 119, 107, 1115, 533, 155, 1451, 1452, 1016, 843, 678, 0, 107, 45, 1425]
3521	11	11-90	11-9041	international custom engineering manager	[237, 908, 177, 1]
3522	11	11-10	11-1021	general manager operations controller	[32, 1, 20, 79]
3523	41	41-20	41-2031	floor sales associate	[201, 3, 9]
3524	31	31-10	31-1131	nurses aid trauma center admin assistant	[361, 346, 1030, 77, 199, 2]
3525	25	25-20	25-2031	assume responsibility instructing classes teacher	[0, 909, 0, 0, 51]
3526	41	41-10	41-1011	sales associate shift supervisor assistant manager	[3, 9, 263, 18, 2, 1]
3527	25	25-20	25-2021	student teaching	[190, 728]
3528	11	11-90	11-9033	assistant dean academic affairs	[2, 855, 422, 421]
3529	43	43-60	43-6011	executive office administrator	[19, 8, 34]
3530	43	43-60	43-6014	receptionist administrative assistant development	[27, 10, 2, 54]
3531	43	43-40	43-4051	customer service data entry	[5, 4, 45, 59]
3532	11	11-30	11-3012	administrative manager	[10, 1]
3533	11	11-90	11-9151	director youth group	[16, 310, 216]
3534	15	15-12	15-1232	information technology specialist operation iraqi freedom	[120, 170, 7, 344, 1453, 0]
3535	11	11-30	11-3031	controller cfo	[79, 433]
3536	11	11-30	11-3121	finance human resources director	[93, 33, 41, 16]
3537	51	51-90	51-9082	assembler medical appliance	[1108, 26, 1116]
3538	29	29-10	29-1141	treatment nurse entire facility	[693, 30, 0, 233]
3539	21	21-10	21-1093	hiv aids unit	[910, 0, 173]
3540	29	29-10	29-1141	visiting nurse association	[1088, 30, 669]
3541	29	29-20	29-2061	home health care nurse clinic nurse temp diem	[100, 73, 55, 30, 356, 30, 163, 880]
3542	29	29-10	29-1141	nurse network	[30, 70]
3543	21	21-10	21-1014	residential counselor state ct medication certified	[235, 88, 439, 1324, 541, 74]
3544	43	43-40	43-4051	customer service representative iphone advisor	[5, 4, 6, 0, 147]
3545	41	41-10	41-1011	employee performance supervisor sales team lead	[222, 416, 18, 3, 75, 37]
3546	43	43-50	43-5021	driver messenger	[25, 1022]
3547	53	53-70	53-7051	warehouse worker forklift operator	[62, 68, 128, 38]
3548	47	47-20	47-2152	plumber apprentice	[365, 272]
3549	11	11-10	11-1021	district operational manager	[87, 725, 1]
3550	43	43-40	43-4051	center associate	[77, 9]
3551	13	13-10	13-1071	executive recruiter major corporations	[19, 132, 613, 0]
3552	11	11-10	11-1021	manager operations admonition	[1, 20, 0]
3553	43	43-10	43-1011	accounting administrator	[40, 34]
3554	13	13-20	13-2011	junior accountant contract	[333, 36, 80]
3555	13	13-20	13-2041	junior credit analyst co op	[333, 111, 11, 329, 704]
3556	43	43-30	43-3031	ap ar assistant co op	[572, 703, 2, 329, 704]
3557	43	43-40	43-4051	money handling responsibility cleanliness customer service	[903, 1117, 909, 0, 5, 4]
3558	43	43-50	43-5061	production coordinator style network	[67, 14, 0, 70]
3559	51	51-90	51-9198	key production assistant	[307, 67, 2]
3560	51	51-90	51-9198	production assistant propaganda	[67, 2, 0]
3561	35	35-30	35-3031	waiter server	[430, 65]
3562	35	35-30	35-3031	waiter server bartender	[430, 65, 149]
3563	35	35-30	35-3031	server waiter	[65, 430]
3564	47	47-20	47-2031	scaffold builder	[0, 503]
3565	43	43-40	43-4051	blue card claims customer service associate	[1118, 476, 81, 5, 4, 9]
3566	35	35-30	35-3031	server host	[65, 685]
3567	41	41-20	41-2011	scan items customers bring register sell	[1423, 0, 406, 0, 1014, 1119]
3568	41	41-20	41-2011	cashier women	[15, 1006]
3569	41	41-20	41-2011	checker	[574]
3570	49	49-90	49-9071	maintenance man	[72, 776]
3571	41	41-20	41-2011	3rd shift cashier	[545, 263, 15]
3572	53	53-70	53-7061	e.s.d interior attendant	[0, 1120, 267]
3573	11	11-10	11-1021	position branch manager	[399, 106, 1]
3574	43	43-60	43-6014	facility office assistant marino center	[233, 8, 2, 0, 77]
3575	43	43-90	43-9081	copyeditor proofreader qa intern	[0, 1121, 228, 91]
3576	15	15-12	15-1211	software development manager project manager business analyst	[82, 54, 1, 23, 1, 28, 11]
3577	13	13-10	13-1111	project manager business analyst	[23, 1, 28, 11]
3578	41	41-20	41-2011	cashier stock person	[15, 183, 331]
3579	11	11-10	11-1011	co founder president	[329, 366, 31]
3580	11	11-10	11-1011	elected executive board	[0, 19, 413]
3581	15	15-12	15-1244	honduras brigade member computer administrator	[0, 0, 101, 76, 34]
3582	21	21-10	21-1094	pre health peer advisor	[358, 73, 1379, 147]
3583	15	15-12	15-1251	computer programmer programmer analyst ongoing maintenance	[76, 104, 104, 11, 0, 72]
3584	15	15-12	15-1251	associate programmer programmer	[9, 104, 104]
3585	15	15-12	15-1251	programmer trainee	[104, 262]
3586	13	13-10	13-1071	island human resources coordinator castaway cay bahamas	[0, 33, 41, 14, 0, 0, 0]
3587	13	13-10	13-1071	recruiting coordinator	[265, 14]
3588	25	25-20	25-2011	lead educator	[37, 393]
3589	29	29-10	29-1141	floor nurse	[201, 30]
3590	29	29-10	29-1141	travel nurse	[258, 30]
3591	43	43-40	43-4051	technical support customer service agent firstgroup america greyhound	[57, 17, 5, 4, 49, 0, 575, 0]
3592	15	15-12	15-1232	technical support at&t dsl uverse sprint mobile	[57, 17, 0, 1359, 0, 1263, 1336]
3593	15	15-12	15-1232	computer techniciain	[76, 0]
3594	11	11-30	11-3031	cash manager	[245, 1]
3595	43	43-40	43-4051	member service rep	[101, 4, 44]
3596	43	43-40	43-4051	customer service representive	[5, 4, 1416]
3597	11	11-90	11-9051	food service manager	[162, 4, 1]
3598	11	11-90	11-9051	cafeteria manager	[1122, 1]
3599	43	43-60	43-6011	executive assistant chief executive officer	[19, 2, 123, 19, 42]
3600	43	43-60	43-6011	executive administrator	[19, 34]
3601	43	43-60	43-6011	executive assistant chief operating officer	[19, 2, 123, 385, 42]
3602	11	11-10	11-1021	director outside operations	[16, 192, 20]
3603	11	11-90	11-9171	funeral director	[0, 16]
3604	43	43-10	43-1011	team supervisor	[75, 18]
3605	13	13-10	13-1041	compliance specialist	[249, 7]
3606	29	29-20	29-2055	surgical technologist instructor	[337, 213, 196]
3607	29	29-20	29-2042	rescue capt emt b	[0, 0, 849, 676]
3608	29	29-20	29-2055	surgical technician labor delivery	[337, 24, 412, 172]
3609	29	29-20	29-2055	surgical technician instrument technologist	[337, 24, 0, 213]
3610	43	43-10	43-1011	customer service manager csm	[5, 4, 1, 0]
3611	21	21-10	21-1012	consultant delaware guidance services	[21, 0, 780, 47]
3612	13	13-10	13-1131	fundraising coordinator	[969, 14]
3613	43	43-50	43-5031	emergency dispatch operator	[215, 492, 38]
3614	43	43-40	43-4051	online cust srvc rep ii	[472, 0, 0, 44, 61]
3615	43	43-40	43-4051	customer service consultant	[5, 4, 21]
3616	29	29-20	29-2043	paramedic	[1454]
3617	41	41-10	41-1011	assistant supervisor	[2, 18]
3618	41	41-40	41-4012	office manager sales associate	[8, 1, 3, 9]
3619	11	11-90	11-9051	dining facility manager	[844, 233, 1]
3620	29	29-10	29-1141	health service clinical nurse	[73, 4, 161, 30]
3621	29	29-10	29-1141	position registered nurse	[399, 94, 30]
3622	11	11-30	11-3121	resources human development	[41, 33, 54]
3623	21	21-10	21-1013	marriage family therapist	[976, 244, 268]
3624	15	15-12	15-1244	network operations technician iii	[70, 20, 24, 169]
3625	49	49-90	49-9071	maintenance engineer technician	[72, 22, 24]
3626	43	43-10	43-1011	department coordinator	[83, 14]
3627	11	11-30	11-3021	chief information security officer ciso	[123, 120, 63, 42, 0]
3628	11	11-30	11-3021	information systems infrastructure manager	[120, 56, 340, 1]
3629	15	15-12	15-1244	information systems senior administrator	[120, 56, 12, 34]
3630	13	13-10	13-1161	lane strategy analyst	[0, 400, 11]
3631	13	13-10	13-1161	market research intern	[238, 164, 91]
3632	43	43-40	43-4051	clerical customer service	[122, 5, 4]
3633	41	41-20	41-2021	rental clerk	[453, 13]
3634	43	43-30	43-3011	csr collections associate	[251, 138, 9]
3635	41	41-30	41-3021	universal agent csr	[652, 49, 251]
3636	43	43-30	43-3031	book keeper	[743, 1455]
3637	43	43-60	43-6014	secretary pacer tech	[46, 0, 135]
3638	11	11-10	11-1021	store manager anchor blue	[39, 1, 0, 1118]
3639	41	41-10	41-1011	assistant store manager big	[2, 39, 1, 0]
3640	31	31-10	31-1122	personal support assistant	[130, 17, 2]
3641	31	31-10	31-1121	patient care associate home health aid	[98, 55, 9, 100, 73, 346]
3642	31	31-10	31-1122	adt direct care staff	[0, 284, 55, 52]
3643	11	11-90	11-9151	developmental division community coaching	[0, 200, 189, 0]
3644	21	21-10	21-1015	rehab counselor	[911, 88]
3645	21	21-10	21-1014	mental health tech	[239, 73, 135]
3646	31	31-10	31-1131	patient aid	[98, 346]
3647	11	11-90	11-9111	nursing director resident care coordinator	[92, 16, 291, 55, 14]
3648	29	29-10	29-1141	home health registered nurse case manager	[100, 73, 94, 30, 114, 1]
3649	31	31-10	31-1131	hospital cna staff nurse	[593, 230, 52, 30]
3650	43	43-10	43-1011	customer servce end supervisor	[5, 0, 300, 18]
3651	43	43-60	43-6014	personal secretary receptionist	[130, 46, 27]
3652	43	43-40	43-4051	people center specialist	[1456, 77, 7]
3653	11	11-30	11-3031	sarbanes oxley project manager	[0, 0, 23, 1]
